age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration_minutes,campaign,previous,poutcome,y,pdays,Cluster
46,admin.,married,unknown,no,0.0,yes,no,cellular,25,jul,0.82,1,0,unknown,no,-1,2
36,admin.,single,secondary,no,191.0,yes,no,cellular,25,jul,0.3,7,0,unknown,no,-1,2
47,blue-collar,married,primary,no,830.0,no,yes,cellular,25,jul,13.25,1,0,unknown,no,-1,3
51,retired,married,primary,no,1495.0,no,no,telephone,25,jul,32.43,4,0,unknown,yes,-1,3
38,technician,single,secondary,no,294.0,no,yes,cellular,25,jul,2.87,2,0,unknown,no,-1,2
40,entrepreneur,married,secondary,no,0.0,yes,no,cellular,25,jul,9.33,1,0,unknown,no,-1,2
53,services,married,secondary,no,1364.0,no,no,cellular,25,jul,1.28,1,0,unknown,no,-1,2
32,blue-collar,divorced,primary,no,380.0,no,no,cellular,25,jul,0.8,2,0,unknown,no,-1,2
59,retired,married,primary,no,-182.0,no,yes,cellular,25,jul,2.55,1,0,unknown,no,-1,2
29,blue-collar,married,primary,no,410.0,no,yes,telephone,25,jul,4.95,2,0,unknown,no,-1,2
48,self-employed,divorced,tertiary,no,103.0,no,yes,cellular,25,jul,2.25,1,0,unknown,no,-1,2
48,services,married,secondary,no,622.0,yes,no,cellular,25,jul,1.58,1,0,unknown,no,-1,2
53,housemaid,married,secondary,no,559.0,yes,no,telephone,25,jul,3.03,1,0,unknown,no,-1,2
35,blue-collar,married,primary,no,305.0,yes,no,cellular,25,jul,2.8,2,0,unknown,no,-1,2
36,housemaid,married,tertiary,no,147.0,yes,yes,cellular,25,jul,21.15,1,0,unknown,no,-1,3
52,retired,married,secondary,no,5423.0,no,yes,cellular,25,jul,1.7,1,0,unknown,no,-1,2
58,retired,married,secondary,no,992.0,no,no,cellular,25,jul,0.77,1,0,unknown,no,-1,2
34,technician,divorced,secondary,no,675.0,no,no,cellular,25,jul,1.35,2,0,unknown,no,-1,2
39,self-employed,married,tertiary,no,1492.0,yes,no,cellular,25,jul,18.43,1,0,unknown,no,-1,3
30,blue-collar,divorced,primary,no,-242.0,no,yes,cellular,25,jul,2.07,2,0,unknown,no,-1,2
54,management,divorced,tertiary,no,2079.0,no,yes,cellular,25,jul,3.62,1,0,unknown,no,-1,2
29,blue-collar,married,secondary,no,9.0,yes,no,cellular,25,jul,3.93,8,0,unknown,no,-1,2
54,management,single,tertiary,no,3294.0,yes,no,cellular,25,jul,2.2,5,0,unknown,no,-1,2
37,management,married,tertiary,no,287.0,yes,no,cellular,25,jul,1.57,2,0,unknown,no,-1,2
47,services,divorced,secondary,no,-116.0,no,yes,cellular,25,jul,2.67,3,0,unknown,no,-1,2
37,housemaid,married,secondary,no,589.0,yes,no,cellular,25,jul,5.58,2,0,unknown,no,-1,2
46,technician,married,secondary,no,-220.0,yes,no,cellular,25,jul,3.38,1,0,unknown,no,-1,2
42,blue-collar,married,secondary,no,0.0,yes,no,cellular,25,jul,3.07,2,0,unknown,no,-1,2
47,management,married,primary,no,2793.0,yes,no,telephone,25,jul,1.7,4,0,unknown,no,-1,2
32,self-employed,single,secondary,no,1259.0,no,no,cellular,25,jul,3.07,2,0,unknown,no,-1,2
30,technician,married,tertiary,no,71.0,yes,no,cellular,25,jul,13.33,2,0,unknown,no,-1,3
40,blue-collar,married,secondary,no,0.0,no,no,cellular,25,jul,1.6,2,0,unknown,no,-1,2
27,services,single,secondary,no,139.0,no,no,cellular,25,jul,2.75,3,0,unknown,no,-1,2
36,entrepreneur,married,secondary,no,1412.0,yes,yes,cellular,25,jul,3.77,1,0,unknown,no,-1,2
40,management,divorced,tertiary,no,205.0,no,no,cellular,25,jul,5.95,1,0,unknown,no,-1,2
33,services,married,secondary,yes,-319.0,yes,no,cellular,25,jul,2.37,1,0,unknown,no,-1,2
46,management,married,unknown,no,802.0,yes,no,telephone,25,jul,6.95,1,0,unknown,no,-1,2
37,services,divorced,secondary,no,652.0,no,no,cellular,25,jul,2.95,2,0,unknown,no,-1,2
32,admin.,married,secondary,no,0.0,no,no,cellular,25,jul,3.48,1,0,unknown,no,-1,2
39,housemaid,married,secondary,no,1444.0,no,no,telephone,25,jul,6.03,8,0,unknown,yes,-1,2
25,admin.,single,secondary,no,0.0,no,yes,cellular,25,jul,0.82,1,0,unknown,no,-1,2
52,admin.,married,secondary,no,473.0,yes,no,cellular,25,jul,2.25,2,0,unknown,no,-1,2
32,admin.,married,secondary,no,2.0,yes,no,cellular,25,jul,2.2,5,0,unknown,no,-1,2
30,technician,divorced,tertiary,no,317.0,yes,no,cellular,25,jul,1.12,5,0,unknown,no,-1,2
57,management,married,tertiary,no,4185.0,yes,no,telephone,25,jul,6.57,2,0,unknown,no,-1,2
36,management,married,tertiary,no,612.0,no,no,cellular,25,jul,2.55,2,0,unknown,no,-1,2
34,technician,single,secondary,no,318.0,no,yes,cellular,25,jul,3.98,5,0,unknown,no,-1,2
25,technician,single,secondary,no,1036.0,yes,no,cellular,25,jul,5.62,2,0,unknown,no,-1,2
56,housemaid,married,primary,no,871.0,no,no,telephone,25,jul,2.48,1,0,unknown,no,-1,2
54,housemaid,married,secondary,no,209.0,yes,yes,cellular,25,jul,1.62,1,0,unknown,no,-1,2
59,retired,married,secondary,no,5706.0,yes,no,cellular,25,jul,7.85,2,0,unknown,no,-1,2
48,management,married,tertiary,no,4006.0,no,no,cellular,25,jul,0.85,4,0,unknown,no,-1,2
39,management,divorced,tertiary,no,1555.0,yes,no,cellular,25,jul,13.27,1,0,unknown,no,-1,3
55,blue-collar,married,primary,no,2490.0,no,no,telephone,25,jul,1.77,3,0,unknown,no,-1,2
43,blue-collar,married,secondary,no,1343.0,yes,yes,cellular,25,jul,3.52,2,0,unknown,no,-1,2
39,technician,married,secondary,no,-709.0,yes,no,cellular,25,jul,5.18,6,0,unknown,no,-1,2
47,housemaid,married,secondary,no,4397.0,yes,no,cellular,25,jul,1.83,1,0,unknown,no,-1,2
57,management,married,secondary,no,262.0,no,no,cellular,25,jul,4.6,1,0,unknown,no,-1,2
39,housemaid,married,secondary,no,42.0,yes,no,telephone,25,jul,2.0,1,0,unknown,no,-1,2
43,management,married,secondary,no,1424.0,yes,no,cellular,25,jul,0.65,3,0,unknown,no,-1,2
46,services,married,primary,no,860.0,no,no,cellular,25,jul,1.33,1,0,unknown,no,-1,2
44,services,married,secondary,no,483.0,yes,no,telephone,25,jul,1.45,1,0,unknown,no,-1,2
32,unemployed,married,tertiary,no,1.0,no,no,cellular,25,jul,7.48,2,0,unknown,no,-1,2
30,blue-collar,single,secondary,no,191.0,no,no,cellular,25,jul,1.1,2,0,unknown,no,-1,2
31,blue-collar,single,secondary,yes,-535.0,yes,no,cellular,25,jul,2.72,1,0,unknown,no,-1,2
36,services,divorced,secondary,no,-194.0,no,no,cellular,25,jul,1.38,2,0,unknown,no,-1,2
33,blue-collar,single,secondary,no,0.0,no,no,telephone,25,jul,8.52,1,0,unknown,no,-1,2
33,admin.,single,secondary,no,-300.0,yes,yes,cellular,25,jul,3.07,1,0,unknown,no,-1,2
47,management,married,tertiary,no,7.0,yes,no,cellular,25,jul,1.7,5,0,unknown,no,-1,2
28,management,single,tertiary,no,231.0,yes,yes,cellular,25,jul,9.47,2,0,unknown,no,-1,2
34,management,married,tertiary,no,1116.0,yes,no,cellular,25,jul,0.88,5,0,unknown,no,-1,2
35,technician,single,tertiary,no,470.0,yes,no,cellular,25,jul,12.38,13,0,unknown,yes,-1,4
26,services,single,secondary,no,0.0,no,no,cellular,25,jul,2.15,3,0,unknown,no,-1,2
49,housemaid,married,secondary,no,183.0,no,no,cellular,25,jul,3.43,2,0,unknown,no,-1,2
51,unemployed,married,primary,no,1162.0,yes,no,cellular,25,jul,33.58,1,0,unknown,yes,-1,3
29,services,single,secondary,no,-251.0,no,no,cellular,25,jul,1.63,1,0,unknown,no,-1,2
57,management,divorced,secondary,no,23.0,no,yes,telephone,25,jul,5.5,1,0,unknown,no,-1,2
27,technician,single,secondary,no,1359.0,no,yes,telephone,25,jul,3.32,1,0,unknown,no,-1,2
54,technician,married,secondary,no,1331.0,yes,no,telephone,25,jul,10.95,2,0,unknown,no,-1,3
27,services,single,secondary,no,0.0,no,yes,cellular,25,jul,4.35,3,0,unknown,no,-1,2
37,technician,single,unknown,no,334.0,no,yes,cellular,25,jul,7.37,12,0,unknown,no,-1,4
30,technician,single,secondary,no,1625.0,yes,no,cellular,25,jul,1.5,3,0,unknown,no,-1,2
29,entrepreneur,single,secondary,no,158.0,yes,no,cellular,25,jul,4.02,2,0,unknown,no,-1,2
34,blue-collar,married,primary,no,654.0,no,no,cellular,25,jul,2.53,1,0,unknown,no,-1,2
26,entrepreneur,married,tertiary,yes,144.0,no,yes,cellular,25,jul,12.17,1,0,unknown,no,-1,3
40,blue-collar,married,secondary,no,60.0,no,yes,cellular,25,jul,0.6,1,0,unknown,no,-1,2
54,housemaid,married,primary,no,3304.0,no,yes,cellular,25,jul,1.5,7,0,unknown,no,-1,2
28,services,married,secondary,no,633.0,no,yes,cellular,25,jul,1.58,1,0,unknown,no,-1,2
40,management,married,tertiary,no,-7.0,no,yes,telephone,25,jul,11.62,1,0,unknown,no,-1,3
36,management,married,tertiary,no,1988.0,yes,yes,cellular,25,jul,1.7,2,0,unknown,no,-1,2
33,blue-collar,divorced,secondary,no,0.0,no,no,cellular,25,jul,6.23,2,0,unknown,no,-1,2
59,retired,married,secondary,no,377.0,no,yes,cellular,25,jul,7.8,4,0,unknown,no,-1,2
34,technician,married,secondary,no,0.0,yes,no,cellular,25,jul,2.35,3,0,unknown,no,-1,2
53,retired,married,primary,no,759.0,yes,no,telephone,25,jul,11.7,5,0,unknown,no,-1,3
55,self-employed,married,secondary,no,2387.0,yes,no,cellular,25,jul,2.58,4,0,unknown,no,-1,2
51,management,divorced,tertiary,no,323.0,yes,no,cellular,25,jul,5.93,9,0,unknown,no,-1,2
30,technician,single,secondary,no,1626.0,no,no,cellular,25,jul,9.43,3,0,unknown,no,-1,2
57,management,divorced,tertiary,no,909.0,yes,no,cellular,25,jul,2.45,2,0,unknown,no,-1,2
51,management,married,tertiary,no,656.0,yes,no,cellular,25,jul,4.47,2,0,unknown,no,-1,2
51,entrepreneur,married,secondary,no,2156.0,yes,no,cellular,25,jul,1.4,3,0,unknown,no,-1,2
35,admin.,married,secondary,no,786.0,no,yes,cellular,25,jul,5.37,1,0,unknown,no,-1,2
42,services,divorced,secondary,no,108.0,no,no,cellular,25,jul,6.0,13,0,unknown,no,-1,4
39,admin.,divorced,secondary,no,2903.0,yes,yes,telephone,25,jul,4.32,2,0,unknown,no,-1,2
30,management,single,tertiary,no,2.0,yes,yes,cellular,25,jul,17.18,8,0,unknown,yes,-1,3
59,housemaid,divorced,primary,yes,0.0,no,yes,cellular,25,jul,22.8,2,0,unknown,no,-1,3
25,blue-collar,married,secondary,no,-102.0,no,no,cellular,25,jul,7.77,1,0,unknown,no,-1,2
51,technician,married,secondary,no,18.0,no,yes,cellular,25,jul,6.05,6,0,unknown,no,-1,2
31,services,single,secondary,yes,-21.0,no,yes,cellular,25,jul,8.45,1,0,unknown,no,-1,2
41,admin.,married,secondary,no,1672.0,yes,no,cellular,25,jul,2.47,1,0,unknown,no,-1,2
31,technician,married,tertiary,no,0.0,yes,no,cellular,25,jul,4.43,6,0,unknown,no,-1,2
27,management,married,tertiary,no,159.0,yes,no,cellular,25,jul,4.92,2,0,unknown,no,-1,2
27,blue-collar,married,secondary,no,5505.0,yes,yes,cellular,25,jul,2.23,1,0,unknown,no,-1,2
52,services,divorced,secondary,no,2455.0,no,no,cellular,25,jul,4.82,1,0,unknown,no,-1,2
38,admin.,married,secondary,no,689.0,yes,no,cellular,25,jul,4.5,1,0,unknown,no,-1,2
30,admin.,single,tertiary,no,33.0,yes,no,cellular,25,jul,6.6,1,0,unknown,no,-1,2
44,technician,single,tertiary,no,3432.0,yes,no,cellular,25,jul,1.2,30,0,unknown,no,-1,4
32,technician,single,secondary,no,4069.0,yes,no,cellular,25,jul,4.55,1,0,unknown,no,-1,2
44,self-employed,married,tertiary,no,233.0,yes,yes,cellular,25,jul,2.68,7,0,unknown,no,-1,2
41,blue-collar,married,secondary,no,113.0,no,no,cellular,25,jul,1.53,15,0,unknown,no,-1,4
34,technician,divorced,secondary,no,1301.0,yes,no,cellular,25,jul,2.07,2,0,unknown,no,-1,2
36,entrepreneur,single,secondary,no,475.0,no,no,cellular,25,jul,2.35,3,0,unknown,no,-1,2
44,technician,married,secondary,no,111.0,yes,yes,cellular,25,jul,5.93,3,0,unknown,no,-1,2
30,blue-collar,married,primary,no,-68.0,yes,no,cellular,25,jul,6.57,2,0,unknown,no,-1,2
32,blue-collar,married,primary,no,104.0,yes,no,cellular,25,jul,3.52,3,0,unknown,no,-1,2
31,housemaid,single,secondary,no,0.0,yes,no,cellular,25,jul,4.88,4,0,unknown,no,-1,2
32,services,single,secondary,no,441.0,no,yes,cellular,25,jul,2.25,2,0,unknown,no,-1,2
42,blue-collar,single,primary,no,1628.0,yes,no,cellular,25,jul,9.83,8,0,unknown,yes,-1,2
50,admin.,divorced,secondary,no,797.0,yes,no,telephone,25,jul,1.2,8,0,unknown,no,-1,2
56,management,married,tertiary,no,6475.0,no,no,cellular,25,jul,3.33,3,0,unknown,no,-1,2
42,housemaid,married,primary,no,1523.0,yes,yes,cellular,25,jul,9.78,5,0,unknown,no,-1,2
54,management,married,secondary,no,1134.0,yes,no,cellular,25,jul,22.17,3,0,unknown,yes,-1,3
28,management,single,secondary,no,265.0,yes,no,cellular,25,jul,3.23,2,0,unknown,no,-1,2
49,blue-collar,married,primary,no,1644.0,yes,no,cellular,25,jul,3.97,4,0,unknown,no,-1,2
41,blue-collar,married,primary,no,1018.0,yes,no,cellular,25,jul,2.85,1,0,unknown,no,-1,2
25,blue-collar,married,secondary,no,-23.0,yes,no,cellular,25,jul,15.6,1,0,unknown,no,-1,3
41,blue-collar,married,unknown,no,0.0,no,yes,cellular,25,jul,3.5,4,0,unknown,no,-1,2
32,services,married,secondary,no,0.0,yes,no,cellular,25,jul,1.38,10,0,unknown,no,-1,4
51,blue-collar,married,primary,no,0.0,yes,yes,cellular,25,jul,15.77,3,0,unknown,yes,-1,3
36,management,married,tertiary,no,909.0,yes,yes,cellular,25,jul,4.17,3,0,unknown,no,-1,2
32,services,married,secondary,no,194.0,yes,yes,cellular,25,jul,2.5,2,0,unknown,no,-1,2
27,technician,single,secondary,no,15.0,yes,no,cellular,25,jul,1.12,3,0,unknown,no,-1,2
27,admin.,married,secondary,no,158.0,yes,no,cellular,25,jul,2.07,2,0,unknown,no,-1,2
49,admin.,divorced,secondary,no,560.0,yes,no,cellular,25,jul,1.42,3,0,unknown,no,-1,2
42,management,divorced,secondary,no,284.0,no,no,cellular,25,jul,19.55,4,0,unknown,no,-1,3
40,admin.,divorced,secondary,no,274.0,yes,yes,cellular,25,jul,0.88,4,0,unknown,no,-1,2
46,blue-collar,married,primary,no,-160.0,no,yes,telephone,25,jul,1.55,11,0,unknown,no,-1,4
45,blue-collar,single,primary,no,92.0,no,yes,cellular,25,jul,1.65,7,0,unknown,no,-1,2
57,retired,divorced,primary,no,63.0,no,yes,cellular,25,jul,24.13,17,0,unknown,yes,-1,4
31,blue-collar,married,primary,no,3.0,no,yes,telephone,25,jul,2.38,3,0,unknown,no,-1,2
28,services,married,secondary,no,7.0,no,no,cellular,25,jul,0.83,3,0,unknown,no,-1,2
36,admin.,married,secondary,no,670.0,yes,no,cellular,25,jul,2.1,3,0,unknown,no,-1,2
45,services,married,secondary,no,88.0,yes,no,cellular,25,jul,1.45,4,0,unknown,no,-1,2
36,blue-collar,married,primary,no,345.0,yes,no,cellular,25,jul,6.67,2,0,unknown,no,-1,2
30,management,married,tertiary,no,1221.0,yes,no,telephone,25,jul,4.65,4,0,unknown,yes,-1,2
34,blue-collar,single,secondary,no,-603.0,no,no,cellular,25,jul,2.73,4,0,unknown,no,-1,2
33,self-employed,married,tertiary,no,980.0,no,no,cellular,25,jul,2.83,3,0,unknown,no,-1,2
32,services,married,secondary,no,252.0,yes,yes,cellular,25,jul,2.47,4,0,unknown,no,-1,2
28,admin.,single,secondary,no,230.0,no,no,cellular,25,jul,1.97,3,0,unknown,no,-1,2
37,blue-collar,single,secondary,no,5024.0,no,yes,cellular,25,jul,11.02,4,0,unknown,yes,-1,3
46,housemaid,married,primary,no,312.0,yes,yes,cellular,25,jul,2.28,7,0,unknown,no,-1,2
30,technician,married,secondary,no,2371.0,yes,yes,cellular,25,jul,3.95,5,0,unknown,no,-1,2
58,retired,single,primary,no,999.0,no,no,cellular,25,jul,3.13,6,0,unknown,no,-1,2
58,entrepreneur,married,tertiary,yes,0.0,no,yes,cellular,25,jul,2.3,4,0,unknown,no,-1,2
49,entrepreneur,married,secondary,no,1147.0,yes,yes,cellular,25,jul,1.6,3,0,unknown,no,-1,2
46,blue-collar,married,primary,no,-271.0,yes,no,cellular,25,jul,1.08,2,0,unknown,no,-1,2
33,technician,married,secondary,no,-74.0,yes,no,cellular,25,jul,3.3,4,0,unknown,no,-1,2
37,management,married,tertiary,no,-70.0,yes,no,cellular,25,jul,6.43,2,0,unknown,no,-1,2
38,admin.,married,primary,no,0.0,yes,yes,telephone,25,jul,2.72,5,0,unknown,no,-1,2
44,management,married,tertiary,no,446.0,no,no,cellular,25,jul,1.05,12,0,unknown,no,-1,4
34,entrepreneur,single,secondary,yes,-200.0,no,yes,cellular,25,jul,4.13,5,0,unknown,no,-1,2
37,blue-collar,married,secondary,no,236.0,no,no,cellular,25,jul,7.3,6,0,unknown,no,-1,2
40,management,divorced,tertiary,no,96.0,yes,no,cellular,25,jul,3.13,14,0,unknown,no,-1,4
28,admin.,single,secondary,no,649.0,yes,no,cellular,25,jul,8.02,3,0,unknown,no,-1,2
39,technician,married,secondary,no,10685.0,yes,no,cellular,25,jul,22.82,9,0,unknown,yes,-1,3
35,technician,married,tertiary,no,1629.0,no,no,cellular,25,jul,10.88,4,0,unknown,yes,-1,3
38,blue-collar,married,primary,no,406.0,yes,no,cellular,25,jul,7.67,5,0,unknown,no,-1,2
41,blue-collar,married,secondary,no,1915.0,yes,no,cellular,25,jul,4.08,4,0,unknown,no,-1,2
27,technician,single,secondary,no,-646.0,yes,no,cellular,25,jul,2.25,8,0,unknown,no,-1,2
35,management,married,tertiary,no,972.0,yes,yes,cellular,25,jul,0.38,16,0,unknown,no,-1,4
26,blue-collar,married,primary,no,133.0,no,yes,cellular,25,jul,0.95,3,0,unknown,no,-1,2
60,retired,married,secondary,no,90.0,yes,no,cellular,25,jul,0.68,3,0,unknown,no,-1,2
58,admin.,married,secondary,no,2.0,yes,yes,telephone,25,jul,4.7,9,0,unknown,no,-1,2
31,management,married,tertiary,no,1215.0,no,no,cellular,25,jul,1.33,2,0,unknown,no,-1,2
26,services,divorced,primary,yes,2.0,yes,yes,cellular,25,jul,0.37,16,0,unknown,no,-1,4
30,services,divorced,secondary,no,704.0,yes,no,cellular,25,jul,8.73,10,0,unknown,no,-1,4
31,entrepreneur,divorced,tertiary,no,1767.0,no,no,telephone,25,jul,6.58,6,0,unknown,no,-1,2
27,management,married,tertiary,no,9630.0,yes,no,cellular,25,jul,3.17,4,0,unknown,no,-1,2
33,blue-collar,married,secondary,no,-77.0,yes,no,cellular,28,jul,2.52,3,0,unknown,no,-1,2
45,technician,single,secondary,no,586.0,no,yes,cellular,28,jul,0.53,3,0,unknown,no,-1,2
44,services,married,secondary,no,908.0,yes,yes,cellular,28,jul,1.7,7,0,unknown,no,-1,2
30,blue-collar,single,secondary,no,363.0,no,no,cellular,28,jul,2.85,3,0,unknown,no,-1,2
31,entrepreneur,married,tertiary,no,5156.0,yes,no,cellular,28,jul,2.45,3,0,unknown,no,-1,2
36,services,divorced,tertiary,no,58.0,yes,no,cellular,28,jul,0.48,13,0,unknown,no,-1,4
55,blue-collar,divorced,secondary,no,496.0,no,yes,cellular,28,jul,1.55,4,0,unknown,no,-1,2
45,entrepreneur,divorced,primary,no,888.0,yes,no,telephone,28,jul,1.05,6,0,unknown,no,-1,2
58,retired,married,primary,no,282.0,yes,no,cellular,28,jul,0.67,4,0,unknown,no,-1,2
30,technician,single,tertiary,no,190.0,yes,no,cellular,28,jul,0.55,3,0,unknown,no,-1,2
34,technician,single,tertiary,no,2047.0,yes,no,cellular,28,jul,0.95,5,0,unknown,no,-1,2
35,technician,single,tertiary,no,670.0,yes,no,cellular,28,jul,2.95,18,0,unknown,no,-1,4
31,management,single,tertiary,no,949.0,yes,no,cellular,28,jul,0.87,7,0,unknown,no,-1,2
26,blue-collar,married,primary,no,40.0,no,yes,cellular,28,jul,0.82,3,0,unknown,no,-1,2
31,technician,married,tertiary,no,19.0,yes,no,cellular,28,jul,4.05,31,0,unknown,no,-1,4
51,entrepreneur,married,secondary,yes,-2082.0,no,yes,cellular,28,jul,2.05,6,0,unknown,no,-1,2
29,management,single,tertiary,no,2063.0,no,no,cellular,28,jul,0.73,3,0,unknown,no,-1,2
52,management,single,tertiary,no,4.0,no,yes,cellular,28,jul,0.5,9,0,unknown,no,-1,2
56,technician,married,secondary,no,4063.0,no,yes,telephone,28,jul,0.52,4,0,unknown,no,-1,2
40,management,married,tertiary,no,0.0,yes,no,cellular,28,jul,0.87,11,0,unknown,no,-1,4
39,management,single,tertiary,no,26.0,yes,no,cellular,28,jul,1.83,18,0,unknown,no,-1,4
56,management,married,tertiary,no,-1493.0,no,yes,cellular,28,jul,1.98,4,0,unknown,no,-1,2
38,services,married,primary,no,0.0,no,no,cellular,28,jul,0.55,3,0,unknown,no,-1,2
35,admin.,single,secondary,no,-16.0,no,yes,cellular,28,jul,1.8,3,0,unknown,no,-1,2
37,management,married,tertiary,no,0.0,yes,no,telephone,28,jul,1.03,8,0,unknown,no,-1,2
47,blue-collar,divorced,primary,yes,0.0,yes,no,cellular,28,jul,5.45,3,0,unknown,no,-1,2
58,technician,divorced,secondary,no,-147.0,yes,yes,cellular,28,jul,1.58,3,0,unknown,no,-1,2
60,retired,single,secondary,no,74.0,yes,no,telephone,28,jul,0.48,8,0,unknown,no,-1,2
37,blue-collar,married,secondary,no,965.0,yes,no,cellular,28,jul,1.98,4,0,unknown,no,-1,2
57,admin.,single,secondary,no,0.0,no,no,cellular,28,jul,4.35,4,0,unknown,no,-1,2
27,services,married,secondary,no,0.0,yes,no,cellular,28,jul,5.57,8,0,unknown,no,-1,2
42,blue-collar,married,secondary,no,-128.0,no,yes,cellular,28,jul,3.0,4,0,unknown,no,-1,2
32,services,married,secondary,no,0.0,yes,no,cellular,28,jul,0.6,5,0,unknown,no,-1,2
39,management,single,tertiary,no,168.0,no,no,cellular,28,jul,0.93,9,0,unknown,no,-1,2
53,services,married,primary,no,-166.0,no,yes,cellular,28,jul,1.17,4,0,unknown,no,-1,2
33,management,married,tertiary,no,349.0,yes,yes,cellular,28,jul,1.03,3,0,unknown,no,-1,2
42,blue-collar,married,primary,no,7041.0,yes,no,cellular,28,jul,6.43,4,0,unknown,no,-1,2
34,services,single,secondary,no,215.0,no,no,cellular,28,jul,0.93,5,0,unknown,no,-1,2
48,management,married,secondary,no,268.0,yes,no,cellular,28,jul,7.63,7,0,unknown,yes,-1,2
25,technician,single,secondary,no,616.0,no,yes,cellular,28,jul,1.95,4,0,unknown,no,-1,2
49,services,married,secondary,no,220.0,yes,no,cellular,28,jul,1.55,11,0,unknown,no,-1,4
55,entrepreneur,married,secondary,no,814.0,no,yes,cellular,28,jul,1.15,12,0,unknown,no,-1,4
28,management,married,tertiary,yes,84.0,no,yes,cellular,28,jul,0.8,21,0,unknown,no,-1,4
45,admin.,divorced,tertiary,no,1506.0,no,no,cellular,28,jul,6.08,4,0,unknown,yes,-1,2
30,services,married,primary,no,997.0,yes,no,cellular,28,jul,1.27,3,0,unknown,no,-1,2
46,services,married,secondary,no,53.0,no,yes,cellular,28,jul,0.52,3,0,unknown,no,-1,2
27,technician,married,secondary,no,0.0,yes,no,cellular,28,jul,0.92,6,0,unknown,no,-1,2
25,management,single,tertiary,no,155.0,yes,no,telephone,28,jul,3.22,3,0,unknown,no,-1,2
30,management,married,tertiary,no,1235.0,yes,no,cellular,28,jul,1.73,3,0,unknown,no,-1,2
31,management,married,tertiary,no,0.0,yes,yes,cellular,28,jul,11.07,8,0,unknown,yes,-1,3
50,services,married,secondary,no,0.0,yes,no,cellular,28,jul,1.47,3,0,unknown,no,-1,2
25,student,single,tertiary,no,-380.0,no,no,cellular,28,jul,1.8,4,0,unknown,no,-1,2
59,retired,married,primary,no,0.0,yes,no,cellular,28,jul,0.33,4,0,unknown,no,-1,2
36,technician,married,secondary,no,-90.0,yes,no,cellular,28,jul,1.83,3,0,unknown,no,-1,2
33,entrepreneur,married,tertiary,no,114.0,no,yes,cellular,28,jul,0.95,3,0,unknown,no,-1,2
28,services,single,secondary,no,1136.0,no,no,cellular,28,jul,1.48,3,0,unknown,no,-1,2
44,admin.,married,primary,no,-92.0,no,yes,cellular,28,jul,8.77,5,0,unknown,no,-1,2
31,management,single,tertiary,no,0.0,yes,no,cellular,28,jul,1.95,3,0,unknown,no,-1,2
35,self-employed,married,secondary,no,5613.0,yes,no,cellular,28,jul,11.65,3,0,unknown,yes,-1,3
27,management,single,tertiary,no,72.0,yes,no,cellular,28,jul,2.18,7,0,unknown,no,-1,2
44,technician,divorced,secondary,no,0.0,yes,no,cellular,28,jul,7.72,2,0,unknown,no,-1,2
52,blue-collar,married,primary,no,4711.0,yes,no,cellular,28,jul,3.8,2,0,unknown,no,-1,2
46,admin.,married,secondary,no,31.0,yes,yes,telephone,28,jul,5.03,2,0,unknown,no,-1,2
33,technician,married,secondary,no,181.0,yes,yes,telephone,28,jul,4.42,2,0,unknown,no,-1,2
38,technician,divorced,tertiary,no,465.0,no,yes,cellular,28,jul,0.5,3,0,unknown,no,-1,2
37,management,single,unknown,no,242.0,no,yes,cellular,28,jul,2.07,3,0,unknown,no,-1,2
34,admin.,single,secondary,no,79.0,yes,no,cellular,28,jul,3.65,3,0,unknown,no,-1,2
43,services,married,secondary,no,1220.0,no,no,cellular,28,jul,5.12,2,0,unknown,no,-1,2
58,management,single,tertiary,no,331.0,no,yes,cellular,28,jul,1.37,3,0,unknown,no,-1,2
32,management,single,tertiary,no,15561.0,yes,no,cellular,28,jul,2.52,3,0,unknown,no,-1,2
52,management,married,tertiary,no,2428.0,yes,no,cellular,28,jul,1.02,3,0,unknown,no,-1,2
43,services,divorced,secondary,no,-145.0,yes,no,cellular,28,jul,1.13,3,0,unknown,no,-1,2
53,entrepreneur,single,unknown,no,202.0,no,no,cellular,28,jul,1.77,3,0,unknown,no,-1,2
54,blue-collar,married,primary,no,38.0,no,no,cellular,28,jul,1.92,8,0,unknown,no,-1,2
38,services,married,secondary,no,0.0,yes,no,telephone,28,jul,2.02,2,0,unknown,no,-1,2
48,housemaid,married,secondary,no,513.0,no,yes,cellular,28,jul,15.65,3,0,unknown,yes,-1,3
39,management,married,tertiary,no,278.0,no,yes,cellular,28,jul,1.0,3,0,unknown,no,-1,2
51,self-employed,married,secondary,yes,-206.0,no,yes,cellular,28,jul,0.85,3,0,unknown,no,-1,2
42,blue-collar,married,unknown,no,345.0,yes,yes,cellular,28,jul,5.12,3,0,unknown,no,-1,2
33,management,married,tertiary,no,0.0,yes,no,cellular,28,jul,0.9,3,0,unknown,no,-1,2
32,technician,married,secondary,no,163.0,yes,yes,cellular,28,jul,1.22,3,0,unknown,no,-1,2
59,admin.,married,secondary,no,373.0,yes,yes,cellular,28,jul,6.03,7,0,unknown,no,-1,2
27,admin.,married,secondary,no,31.0,yes,yes,cellular,28,jul,12.43,2,0,unknown,no,-1,3
